"X","isbn","title","series_title","series_release_number","authors","publisher","language","description","num_pages","format","publication_date","rating_score","num_ratings","num_reviews","current_readers","want_to_read","price","url","main_genre","year"
227,"9780345363138","The Sunne in Splendour","","","Sharon Kay Penman","Ballantine","English","A glorious novel of the controversial Richard III - a monarch betrayed in life by his allies and betrayed in death by history.
In this beautifully rendered modern classic, Sharon Kay Penman redeems Richard III - vilified as the bitter, twisted, scheming hunchback who murdered his nephews, the princes in the Tower - from his maligned place in history with a dazzling combination of research and storytelling. 
Born into the treacherous courts of fifteenth-century England, in the midst of what history has called The War of the Roses, Richard was raised in the shadow of his charismatic brother, King Edward IV. Loyal to his friends and passionately in love with the one woman who was denied him, Richard emerges as a gifted man far more sinned against than sinning. 
This magnificent retelling of his life is filled with all of the sights and sounds of battle, the customs and lore of the fifteenth century, the rigors of court politics, and the passions and prejudices of royalty.",936,"Paperback","1982-10-01",4.4,21847,1405,823,23200,13.99,"https://www.goodreads.com/book/show/119829.The_Sunne_in_Splendour","Other",1982
235,"9780449911594","Dinner at the Homesick Restaurant","","","Anne Tyler","Ballantine","English","Through every family run memories which bind it together - despite everything. The Tulls of Baltimore are no exception. Abandoned by her salesman husband, Pearl is left to bring up her three children alone - Cody, a flawed devil, Ezra, a flawed saint, and Jenny, errant and passionate. Now as Pearl lies dying, stiffly encased in her pride and solitude, the past is unlocked and with it, secrets.",303,"Paperback","1982-03-12",3.81,30837,2565,2116,20700,12.99,"https://www.goodreads.com/book/show/77699.Dinner_at_the_Homesick_Restaurant","Other",1982
241,"9780586217832","Magician ","The Riftwar Saga","1-2","Raymond E. Feist","HarperCollins","English","Raymond E. Feist's classic fantasy epic, Magician, has enchanted readers for over twenty years. The revised edition was prepared to celebrate the tenth anniversary of its publication, and incorporates over 15,000 words of text omitted from previous editions.
At Crydee, a frontier outpost in the tranquil Kingdom of the Isles, an orphan boy, Pug, is apprenticed to a master magician – and the destinies of two worlds are changed forever.
Suddenly the peace of the Kingdom is destroyed as mysterious alien invaders swarm the land. Pug is swept up into the conflict but for him and his warrior friend, Tomas, an odyssey into the unknown has only just begun.
Tomas will inherit a legacy of savage power from an ancient civilization. Pug’s destiny is to lead him through a rift in the fabric of space and time to the mastery of the unimaginable powers of a strange new magic.",681,"Paperback","1982-10-01",4.31,67158,1925,2107,21000,8.99,"https://www.goodreads.com/book/show/43916.Magician","Fantasy",1982
250,"9780345396938","Cry to Heaven","","","Anne Rice","Ballantine","English","Anne Rice brings to life the exquisite and otherworldly society of the eighteenth-century castrati, the delicate and alluring male sopranos whose graceful bodies and glorious voices brought them the adulation of the royal courts and grand opera houses of Europe, men who lived as idols, concealing their pain as they were adored as angels, yet shunned as half-men.
As we are drawn into their dark and luminous story, as the crowds of Venetians, Neopolitans, and Romans, noblemen and peasants, musicians, prelates, princes, saints, and intriguers swirl around them, Anne Rice brings us into the sweep of eighteenth-century Italian life, into the decadence beneath the shimmering surface of Venice, the wild frivolity of Naples, and the magnetic terror of its shadow, Vesuvius.",566,"Mass Market Paperback","1982-01-01",3.88,20877,769,576,9517,5.99,"https://www.goodreads.com/book/show/31335.Cry_to_Heaven","Other",1982
253,"9780671474706","Monsignor Quixote","","","Graham Greene","Simon & Schuster","English","A religious novel, it tells the story of a humble priest who is elevated to Monsignor by the Pope himself because of a clerical error. 
It's modern picaresque, with frequent nods to Cervantes... Quixote and Sancho drink and talk - about Judas and Stalin, the prodigal son, Marx, and belief that wears off like vodka. A book of moral complexity that explores deep theological themes in a light-hearted, accessible way.",221,"Paperback","1982-01-01",3.93,4252,402,106,2403,11.99,"https://www.goodreads.com/book/show/138995.Monsignor_Quixote","Other",1982
254,"9780452253803","Creepshow","","","Stephen King","Berkley","English","Stories in comic strip form tell of a murdered man returning from the grave, a bizarre meteor, a monster that devours people, a husband's terrible revenge, and a plague of cockroaches. Graphic adaptation art by Bernie Wrightson.
Contents:
· Father’s Day · gs * 
· The Lonesome Death of Jordy Verrill [adapted from “Weeds”, Cavalier May ’76] · gs * 
· The Crate [Gallery, Jul ’79] · gs * 
· Something to Tide You Over · gs * 
· They’re Creeping Up On You · gs *",66,"Paperback","1982-07-01",4.07,38327,604,184,24800,13.99,"https://www.goodreads.com/book/show/11580.Creepshow","Other",1982
272,"9780399127786","Banker","","","Dick Francis","G.P. Putnam's Sons","English","When Tim Ekaterin, a young investment banker, arranges a loan for the purchase of a racehorse being put out to stud, he finds himself caught up in a complex web of deceit, violence, and murder",306,"Hardcover","1982-01-01",4.1,5016,297,347,879,8.99,"https://www.goodreads.com/book/show/77054.Banker","Mystery/Thriller",1982
273,"9780345345035","The Cooking School Murders ","Eugenia Potter","1","Virginia Rich","Ballantine","English","Mrs. Eugenia Potter, an attractive widow of a certain age, arranges an adult cooking class in a small town. When classmates, some of whom are also friends, turn up dead, she needs more than a recipe to avoid disaster.",203,"Paperback","1982-06-01",3.54,379,48,6,680,NA,"https://www.goodreads.com/book/show/1638174.The_Cooking_School_Murders","Mystery/Thriller",1982
283,"9780345325228","Ride the Wind","","","Lucia St. Clair Robson","Ballantine","English","In 1836, when she was nine years old, Cynthia Ann Parker was kidnapped by Comanche Indians. This is the story of how she grew up with them, mastered their ways, married one of their leaders, and became, in every way, a Comanche woman. It is also the story of a proud and innocent people whose lives pulsed with the very heartbeat of the land. It is the story of a way of life that is gone forever....",589,"Paperback","1982-01-01",4.39,5929,584,514,7321,7.99,"https://www.goodreads.com/book/show/165446.Ride_the_Wind","Other",1982
300,"9780060855925","The Color of Magic ","Discworld, Rincewind","1,1","Terry Pratchett","Harper","English","In a world supported on the back of a giant turtle (sex unknown), a gleeful, explosive, wickedly eccentric expedition sets out. There's an avaricious but inept wizard, a naive tourist whose luggage moves on hundreds of dear little legs, dragons who only exist if you believe in them, and of course THE EDGE of the planet...",228,"Paperback","1983-12-01",4,383962,13825,18000,246000,0,"https://www.goodreads.com/book/show/34497.The_Color_of_Magic","Fantasy",1983
305,"9780345350497","The Mists of Avalon ","Avalon","1","Marion Zimmer Bradley","Ballantine","English","Here is the magical legend of King Arthur, vividly retold through the eyes and lives of the women who wielded power from behind the throne. A spellbinding novel, an extraordinary literary achievement, THE MISTS OF AVALON will stay with you for a long time to come....",884,"Paperback","1982-12-01",4.13,205867,7530,6595,149000,13.99,"https://www.goodreads.com/book/show/402045.The_Mists_of_Avalon","Fantasy",1982
326,"9780425181102","Phantoms","","","Dean Koontz","Berkley","English","Closer...
They found the first body hideously swollen and still warm. Then they found two severed hands. Then two staring heads in wall ovens. 150 were grotesquely dead and it had hardly begun in the tiny mountain town of Snowfield, California.
and closer...
At first they thought it was a maniac. Then they thought it was an obscene new disease. Then they thought it was the Russians.
and closer...
Then they found out the truth. And they saw it in the flesh. And it was worse than anything any of them had ever imagined...",448,"Mass Market Paperback","1983-01-01",3.96,73297,1923,2,162,0,"https://www.goodreads.com/book/show/32435.Phantoms","Other",1983
332,"9780345302748","Speaker of Mandarin ","Inspector Wexford","12","Ruth Rendell","Ballantine","English","Chief Inspector Wexford is in China, visiting ancient tombs and palaces with a group of British tourists. After their return to England, one of his fellow tourists is found murdered. As he questions other members of the group, Wexford finds secrets of greed, treachery, theft, and adultery, leading the distressed inspector to ask not who is innocent, but who is least guilty . . .",213,"Mass Market Paperback","1983-01-01",3.78,2837,166,89,843,7.99,"https://www.goodreads.com/book/show/301139.Speaker_of_Mandarin","Mystery/Thriller",1983
349,"9780345464590","Garfield Eats His Heart Out ","Garfield","6","Jim Davis","Ballantine","English","Lock up the lasagna! Chain the chicken! And hold on to your funny bone....America's favorite cat is hungrier, funnier, lazier, grouchier and more lovable than ever before!
The GARFIELD CLASSICS series collects the early years of the Garfield comic strip in a larger, full-color format. Garfield may have gone through a few changes, but one thing has stayed the his enormous appetite for food and fun. So laugh along with the classic cat, because classics are always in style.",96,"Paperback","1983-02-01",4.17,1246,45,51,299,11.99,"https://www.goodreads.com/book/show/279113.Garfield_Eats_His_Heart_Out","Comics/Graphic Novels",1983
350,"9780345320117","Garfield Sits around the House ","Garfield","7","Jim Davis","Ballantine","English","He's the #1 champ at sleeping, eating, and watching TV - and when the world's favorite cat sits around the house, he really sits around the house! And of course, he’s as sassy and lovable as ever when he chases Odie, plays with Nermal and Pooky, and makes life both wicked and wonderful for his owner, Jon.",128,"Paperback","1983-03-01",4.14,1174,29,73,290,12.99,"https://www.goodreads.com/book/show/1836928.Garfield_Sits_around_the_House","Comics/Graphic Novels",1983
355,"9780425204023","The Dark Place ","Gideon Oliver","2","Aaron Elkins","Berkley","English","Gideon Oliver earns his moniker ""The Skeleton Detective"" in this riveting entry to the Edgar Award-winning mystery series ""that never disappoints"" (
)
 Deep in the primeval rainforest of Washington State's Olympic Peninsula, the skeletal remains of a murdered man are discovered. And a strange, unsettling tale begins to unfold, for forensic anthropologist Gideon Oliver determines that the murder weapon was a primitive bone spear of a type not seen for the last ten thousand years. And whoever--or whatever--hurled it did so with seemingly superhuman force. Bigfoot ""sightings"" immediately crop up, but Gideon is not buying them.
 But something is continuing to kill people, and Gideon, helped by forest ranger Julie Tendler and FBI special agent John Lau, plunges into the dark heart of an unexplored wilderness to uncover the bizarre, astonishing explanation.
 Fans of authors Kathy Reichs and Tess Gerritsen and television shows like 
Bones
 will be fascinated by Aaron Elkins's award-winning landmark forensic detective series.",272,"Mass Market Paperback","1983-01-01",3.87,2145,178,546,784,0,"https://www.goodreads.com/book/show/76567.The_Dark_Place","Mystery/Thriller",1983
356,"9780060085896","Frida: A Biography of Frida Kahlo","","","Hayden Herrera","Harper Perennial","English","Hailed by readers and critics across the country, this engrossing biography of Mexican painter Frida Kahlo reveals a woman of extreme magnetism and originality, an artist whose sensual vibrancy came straight from her own experiences: her childhood near Mexico City during the Mexican Revolution; a devastating accident at age eighteen that left her crippled and unable to bear children; her tempestuous marriage to muralist Diego Rivera and intermittent love affairs with men as diverse as Isamu Noguchi and Leon Trotsky; her association with the Communist Party; her absorption in Mexican folklore and culture; and her dramatic love of spectacle.
Here is the tumultuous life of an extraordinary twentieth-century woman -- with illustrations as rich and haunting as her legend.",528,"Paperback","1983-01-01",4.01,65715,786,1346,84100,18.99,"https://www.goodreads.com/book/show/91767.Frida","Nonfiction",1983
359,"9780767916226","A Christmas Story","","","Jean Shepherd","Crown","English","A beloved, bestselling classic of humorous and nostalgic Americana—the book that inspired the equally classic Yuletide film and the live musical on Fox. 
 The holiday film A Christmas Story, first released in 1983, has become a bona fide Christmas perennial, gaining in stature and fame with each succeeding year. Its affectionate, wacky, and wryly realistic portrayal of an American family’s typical Christmas joys and travails in small-town Depression-era Indiana has entered our imagination and our hearts with a force equal to It’s a Wonderful Life and Miracle on 34th Street. This edition of A Christmas Story gathers together in one hilarious volume the gems of autobiographical humor that Jean Shepherd drew upon to create this enduring film. Here is young Ralphie Parker’s shocking discovery that his decoder ring is really a device to promote Ovaltine; his mother and father’s pitched battle over the fate of a lascivious leg lamp; the unleashed and unnerving savagery of Ralphie’s duel in the show with the odious bullies Scut Farkas and Grover Dill; and, most crucially, Ralphie’s unstoppable campaign to get Santa—or anyone else—to give him a Red Ryder carbine action 200-shot range model air rifle. Who cares that the whole adult world is telling him, “You’ll shoot your eye out, kid”? The pieces that comprise A Christmas Story, previously published in the larger collections In God We Trust, All Others Pay Cash and Wanda Hickey’s Night of Golden Memories, coalesce in a magical fashion to become an irresistible piece of Americana, quite the equal of the film in its ability to warm the heart and tickle the funny bone.",144,"Hardcover","1983-01-01",4.07,5416,661,242,3453,6.99,"https://www.goodreads.com/book/show/5319.A_Christmas_Story","Other",1983
366,"9780688160876","Someday Angeline ","Someday Angeline","1","Louis Sachar","HarperCollins","English","Nobody understands why Angeline is so smart. She could read the first time she picked up a book, she can play the piano without ever having had a lesson, and she even knows what the weather is going to be. But being smart is causing Angeline nothing but trouble. The mean kids in school call her a freak, her teacher finds her troublesome, and even her own father doesn't know what to do with an eight-year-old girl who seems to be a genius. Angeline doesn't want to be either a genius or a freak. She just wants the chance to be herself and be happy. But it's only when she makes friends with a boy the kids call ""Goon"" and the teacher they call ""Mr. Bone"" that Angeline gets that chance.",154,"Hardcover","1983-05-01",4.14,1852,185,62,823,1.99,"https://www.goodreads.com/book/show/207533.Someday_Angeline","Children/Young Adult",1983
